sample	n_loci	n_used_fw_reads	mean_cov	mean_cov_ns	n_unpaired_reads	n_pcr_dupl_pairs	pcr_dupl_rate
rs_s_289	243050	2221641	9.141	9.861	611732	4089328	0.648
rs_s_29	489438	10324770	21.095	22.933	2168528	3783169	0.268
rs_s_290	425852	6037694	14.178	15.037	1139003	1312156	0.179
rs_s_291	477107	3134202	6.569	7.009	793587	3697041	0.541
rs_s_292	425675	6223863	14.621	15.537	628858	1434574	0.187
rs_s_293	351512	5633167	16.026	16.819	653256	1504004	0.211
rs_s_294	454698	4900416	10.777	12.445	386072	1131942	0.188
rs_s_295	449625	1875777	4.172	4.389	285920	257763	0.121
rs_s_296	426006	6417459	15.064	16.037	638879	1661411	0.206
rs_s_297	15162	15533	1.024	1.025	2249	601	0.037
rs_s_298	479872	5446569	11.350	12.097	623161	1644276	0.232
rs_s_299	395387	1098441	2.778	2.896	423012	1689431	0.606
rs_s_3	341490	7053893	20.656	21.726	602777	2215258	0.239
rs_s_30	416754	5861247	14.064	14.835	547483	1383254	0.191
rs_s_300	435629	5726998	13.147	13.951	692285	1215244	0.175
rs_s_301	411138	4166407	10.134	10.655	395598	914396	0.180
rs_s_302	451057	1881342	4.171	4.416	363260	1126611	0.375
rs_s_303	433588	6060053	13.977	14.902	592702	1522491	0.201
rs_s_304	336473	4662022	13.856	14.441	462175	1235923	0.210
rs_s_305	387693	2438639	6.290	6.530	290222	476500	0.163
rs_s_306	433800	1649787	3.803	3.998	513431	2818818	0.631
rs_s_307	12281	12559	1.023	1.023	2495	528	0.040
rs_s_308	516744	3519263	6.810	7.579	422680	574808	0.140
rs_s_309	374456	1866508	4.985	5.143	153405	316892	0.145
rs_s_31	485865	5999174	12.347	13.237	672314	1674445	0.218
rs_s_310	424864	5343129	12.576	13.300	633660	1275759	0.193
rs_s_311	473512	3579121	7.559	8.046	471030	914546	0.204
rs_s_312	480232	5238985	10.909	11.705	973042	1320929	0.201
rs_s_313	345310	3993331	11.564	12.038	448751	1320074	0.248
rs_s_314	417909	4899420	11.724	12.359	474662	1145323	0.189
rs_s_315	430579	7145493	16.595	17.645	1019768	2114657	0.228
rs_s_316	477824	2924275	6.120	6.544	594967	2056858	0.413
rs_s_317	424047	1563022	3.686	3.877	215677	295303	0.159
rs_s_318	392849	1123172	2.859	2.974	410346	1772292	0.612
rs_s_32	452251	2385927	5.276	5.590	425977	351686	0.128
rs_s_321	2449	2462	1.005	1.005	334	405	0.141
rs_s_322	415911	4943065	11.885	12.535	606769	994656	0.168
rs_s_323	418867	2291611	5.471	5.709	258288	341387	0.130
rs_s_324	413452	5520800	13.353	14.103	722733	1820576	0.248
rs_s_327	492585	6163347	12.512	13.427	713632	2555422	0.293
rs_s_328	474730	3565880	7.511	8.020	611828	643819	0.153
rs_s_329	486779	5780267	11.875	12.741	651580	1188073	0.170
rs_s_33	516626	15093088	29.215	31.844	2202694	6833026	0.312
rs_s_330	45585	49437	1.085	1.086	11223	1476	0.029
rs_s_331	441682	1799244	4.074	4.286	603488	3296220	0.647
rs_s_332	359917	4831983	13.425	14.004	458635	1787094	0.270
rs_s_333	360304	4690135	13.017	13.568	416854	1880249	0.286
rs_s_334	341858	5219421	15.268	15.949	533311	1430382	0.215
rs_s_335	121098	314446	2.597	2.787	300694	2011146	0.865
rs_s_336	368088	940767	2.556	2.644	332375	1464393	0.609
rs_s_337	358198	949761	2.651	2.747	170755	119988	0.112
rs_s_338	531511	8341140	15.693	17.828	1570813	2673800	0.243
rs_s_34	418443	6157337	14.715	15.564	603669	1623956	0.209
rs_s_340	405888	4801035	11.828	12.399	415823	1109728	0.188
rs_s_341	13100	19708	1.504	1.524	2960	4912	0.200
rs_s_342	382003	2824587	7.394	7.853	216442	531195	0.158
rs_s_343	226734	1944118	8.574	9.231	470645	3053033	0.611
rs_s_344	45562	48875	1.073	1.075	5012	11545	0.191
rs_s_345	457669	2029230	4.434	4.662	356910	376287	0.156
rs_s_346	42328	45022	1.064	1.066	5839	917	0.020
rs_s_347	24544	25642	1.045	1.046	4794	800	0.030
rs_s_349	174759	511818	2.929	3.073	206773	2002944	0.796
rs_s_35	476318	2964013	6.223	6.676	618441	2086785	0.413
rs_s_350	424534	1423556	3.353	3.498	320034	320832	0.184
rs_s_351	491748	4920172	10.005	10.767	769893	1430696	0.225
rs_s_352	474896	2637880	5.555	5.924	398732	668112	0.202
rs_s_353	460733	2653938	5.760	6.106	348559	631452	0.192
rs_s_354	3224	3233	1.003	1.004	255	383	0.106
rs_s_355	439596	1644843	3.742	3.931	277902	278751	0.145
rs_s_356	473744	3628520	7.659	8.173	473831	1054392	0.225
rs_s_357	344524	4498442	13.057	13.633	497862	1079318	0.194
rs_s_359	458221	2242713	4.894	5.143	196698	479042	0.176
rs_s_36	437715	1771395	4.047	4.270	577088	3215519	0.645
rs_s_360	440463	2078103	4.718	4.930	660438	3827182	0.648
rs_s_362	227672	662237	2.909	3.069	791874	5372660	0.890
rs_s_363	475728	3770049	7.925	8.452	434678	902780	0.193
rs_s_364	213750	2669223	12.488	13.496	646467	4573106	0.631
rs_s_365	365283	7824262	21.420	22.527	658272	3340657	0.299
rs_s_366	409049	5267299	12.877	13.584	654193	1293019	0.197
rs_s_367	302437	1093800	3.617	3.847	510584	5226438	0.827
rs_s_368	401422	4920565	12.258	12.909	489568	1025767	0.173
rs_s_369	452489	2042741	4.514	4.757	666465	3749236	0.647
rs_s_37	495238	5618547	11.345	12.182	1034834	1370985	0.196
rs_s_370	323830	2994359	9.247	9.573	228191	855016	0.222
rs_s_371	440782	1651484	3.747	3.930	514509	2777612	0.627
rs_s_372	489312	4922618	10.060	10.771	522284	932772	0.159
rs_s_373	492822	6148026	12.475	13.386	715681	1925093	0.238
rs_s_374	473945	5695577	12.017	12.789	529904	1358976	0.193
rs_s_375	486128	3945778	8.117	8.533	335234	904937	0.187
rs_s_376	423297	3159164	7.463	8.256	239521	597795	0.159
rs_s_377	1655	1660	1.003	1.003	165	218	0.116
rs_s_378	400312	3236267	8.084	8.451	371718	698802	0.178
rs_s_379	439459	1910543	4.347	4.579	251717	482740	0.202
rs_s_38	482450	5512696	11.426	12.295	944019	1199911	0.179
rs_s_380	489322	4308788	8.806	9.461	704585	1259116	0.226
rs_s_381	417359	5708001	13.676	14.480	1089278	1180846	0.171
rs_s_383	375479	981310	2.613	2.715	294060	1502399	0.605
rs_s_384	385523	4026550	10.444	10.947	481137	763067	0.159
rs_s_385	145531	1612941	11.083	11.773	326897	2052502	0.560
rs_s_386	403015	3330015	8.263	8.640	307417	653486	0.164
rs_s_387	367574	1973622	5.369	5.547	235393	395258	0.167
rs_s_39	414565	5410662	13.051	13.745	737622	1780575	0.248
rs_s_4	479287	4078039	8.509	9.179	676389	1160237	0.221
rs_s_40	486785	5098709	10.474	11.284	964406	1065952	0.173
rs_s_41	162313	514840	3.172	3.418	662150	4049420	0.887
rs_s_42	488634	4945979	10.122	10.890	528994	1228044	0.199
rs_s_43	491967	5089921	10.346	11.187	1007834	1199963	0.191
rs_s_44	435357	1720159	3.951	4.159	562089	3128582	0.645
rs_s_45	484579	5835484	12.042	12.977	913345	1882430	0.244
rs_s_46	352953	1019698	2.889	2.992	122410	156573	0.133
rs_s_47	328130	7126689	21.719	23.097	625325	3200910	0.310
rs_s_48	424587	6840753	16.112	17.086	686438	1644217	0.194
rs_s_49	407112	3980694	9.778	10.259	507737	1225989	0.235
rs_s_5	368433	6986921	18.964	19.941	581825	2057603	0.227
rs_s_50	394768	1126912	2.855	2.962	402859	1720155	0.604
rs_s_51	387019	4711396	12.174	12.764	612672	1527958	0.245
rs_s_52	1602	1608	1.004	1.004	142	196	0.109
rs_s_53	407366	4387920	10.771	11.315	555821	1146316	0.207
rs_s_54	356153	7141942	20.053	21.165	607817	2938471	0.292
rs_s_55	357288	4401813	12.320	12.889	591537	1101036	0.200
rs_s_56	364485	5471235	15.011	15.756	586721	1768740	0.244
rs_s_57	399659	4634733	11.597	12.202	627091	1453183	0.239
rs_s_58	478784	4162498	8.694	9.262	667820	710838	0.146
rs_s_59	487093	4102960	8.423	9.036	672959	698789	0.146
rs_s_6	401357	5180934	12.909	13.549	654056	1518625	0.227
rs_s_60	464026	2911639	6.275	6.649	433391	472987	0.140
rs_s_61	335288	5901167	17.600	18.491	487135	1746751	0.228
rs_s_62	342843	4900601	14.294	14.915	502975	1287681	0.208
rs_s_63	495862	5876158	11.850	12.850	900489	1434642	0.196
rs_s_64	480605	3132870	6.519	6.960	771795	3669281	0.539
rs_s_65	399717	6340317	15.862	16.803	606398	1583027	0.200
rs_s_66	340115	6375389	18.745	19.752	634428	2909337	0.313
rs_s_67	397529	7176579	18.053	19.126	781545	2451175	0.255
rs_s_68	502310	9060101	18.037	19.785	1972698	3083613	0.254
rs_s_69	426314	1635135	3.836	4.022	374915	1812649	0.526
rs_s_7	351616	5152094	14.653	15.311	554629	1675852	0.245
rs_s_71	472721	3824633	8.091	8.626	608999	644499	0.144
rs_s_72	488261	5619669	11.510	12.438	1046614	1492313	0.210
rs_s_73	459576	2053587	4.468	4.699	698533	3702615	0.643
rs_s_75	296407	1279893	4.318	4.608	690106	6903902	0.844
rs_s_76	512006	13975294	27.295	29.700	2005787	6051571	0.302
rs_s_79	400699	7595731	18.956	20.222	895556	2229715	0.227
rs_s_8	471482	4896073	10.384	11.129	755441	1823452	0.271
rs_s_80	376639	6784048	18.012	19.045	648617	3156428	0.318
rs_s_81	316188	4514050	14.276	14.889	849575	1433371	0.241
rs_s_82	494159	5734160	11.604	12.324	805309	1106245	0.162
rs_s_83	493604	5176400	10.487	11.274	558026	963345	0.157
rs_s_84	478141	2884747	6.033	6.434	711099	3317958	0.535
rs_s_85	441492	1833422	4.153	4.366	570277	3052314	0.625
rs_s_86	372443	7443139	19.985	21.454	693384	2556970	0.256
rs_s_87	427769	6737638	15.751	16.707	1318486	1499269	0.182
rs_s_88	423518	1289603	3.045	3.182	498980	1980741	0.606
rs_s_89	417584	4886778	11.703	12.360	598084	955946	0.164
rs_s_9	365267	5845665	16.004	16.763	821520	1428296	0.196
rs_s_90	454742	8990604	19.771	21.315	973778	2392072	0.210
rs_s_91	343338	3890962	11.333	11.803	719973	1097143	0.220
rs_s_92	492859	6198393	12.576	13.596	1344743	1700003	0.215
rs_s_93	407885	4526538	11.098	11.683	553101	844253	0.157
rs_s_94	475688	3648163	7.669	8.217	692856	638202	0.149
rs_s_95	484079	4320018	8.924	9.561	515398	1521801	0.261
rs_s_96	393962	4272714	10.845	11.425	574424	858372	0.167
rs_s_97	394987	3961467	10.029	10.514	483110	862246	0.179
rs_s_98	349352	4874743	13.954	14.604	514340	1566354	0.243
rs_s_99	251132	2899763	11.547	12.527	769254	5369151	0.649
